ID,fault_code,fault_type_code,dip_angle,numeric_attr,length_m,length_km,azimuth_deg,strike_deg,confidence_code,activity_era_code,occurrence_code,description
19,,05,76.0,5.659360408782959,5657.307575096978,5.657307575096978,82.45367780851662,82.45367780851662,101,101,101,"ChA.,J2t"
20,,01,0.0,8.491045951843262,8487.552976408535,8.487552976408535,259.0230747833666,79.02307478336661,101,101,109,"ChA.,J1k,J1sh,D3kz2"
21,,28,53.0,5.03168249130249,5029.666650303017,5.029666650303017,345.8735792639435,165.8735792639435,101,102,109,"ChA.,J2y,J1k"
28,,01,0.0,16.477712631225586,16471.24134228229,16.47124134228229,54.64723063079713,54.64723063079713,101,101,109,"D3kz1,D3kz2,D3kz3,C2ak,C2kk,K1kz,J3kz"
29,,01,0.0,24.77625274658203,24766.52892859129,24.766528928591292,332.14627813408595,152.14627813408595,101,101,109,"ChA.,D3kz2"
30,,05,52.0,17.551305770874023,17544.518324907905,17.544518324907905,252.03645792523827,72.03645792523827,101,101,101,ChA.
32,,05,0.0,5.918458461761475,5916.221406192947,5.916221406192947,209.10566846769916,29.10566846769916,101,101,101,"D2t,C2ak"
33,,28,48.0,8.011371612548828,8008.320622868039,8.00832062286804,354.2173580509904,174.2173580509904,101,102,109,"ChA.,D3kz2,D3kz3"
36,,05,70.0,9.425225257873535,9421.524070460518,9.421524070460519,169.0586913000728,169.0586913000728,101,101,101,ChA.
37,,05,0.0,4.353628158569336,4351.916091686342,4.351916091686342,168.50214444912618,168.50214444912618,101,101,101,ChA.
39,,01,0.0,3.984255790710449,3982.663387607876,3.9826633876078756,5.448203863909722,5.448203863909722,101,101,109,"D3kz3,C2ak"
44,,01,68.0,5.145933151245117,5143.877241995312,5.143877241995312,168.18733297064298,168.18733297064298,101,101,109,ChA.
45,,05,0.0,2.022459030151367,2021.7113799992185,2.0217113799992186,22.60496201668416,22.60496201668416,101,101,101,"K2Y,K1kz"
46,,05,0.0,3.7485063076019287,3747.0216982722372,3.747021698272237,42.140342137761806,42.140342137761806,101,101,101,"C1y,K1kz"
47,,01,0.0,5.8325300216674805,5830.186374256058,5.8301863742560585,55.1086630679523,55.1086630679523,101,101,109,"D3kz3,D3kz2"
