ID,GZBBGA,strike,dip_dir,dip_angle,dot_strike_tick,angle_deg,label_along_strike_m,label_perp_strike_m
91,202001,28.0,298,70,-3.885780586188048e-16,89.99999999999999,270.0,-1.2789769243681803e-13
102,202001,3.0,93,42,-6.938893903907228e-18,90.0,269.99999999999994,-2.3092638912203256e-14
106,202001,63.0,333,38,-1.6653345369377348e-16,90.0,269.99999999999994,-4.263256414560601e-14
111,202001,63.0,333,30,-1.6653345369377348e-16,90.0,269.99999999999994,-4.263256414560601e-14
118,202001,27.0,117,50,5.551115123125783e-17,90.0,270.0,1.4210854715202004e-14
118,202001,42.0,312,48,-5.551115123125783e-16,89.99999999999997,270.0,-1.7053025658242404e-13
127,202001,60.0,330,18,-3.885780586188048e-16,89.99999999999999,269.99999999999994,-1.1368683772161603e-13
132,202001,18.0,288,75,-2.220446049250313e-16,89.99999999999999,269.99999999999994,-4.263256414560601e-14
136,202001,58.0,148,72,0.0,90.0,269.99999999999994,0.0
139,202001,175.0,265,12,5.551115123125783e-17,90.0,270.0,1.7763568394002505e-14
140,202001,13.0,103,78,-2.7755575615628914e-17,90.0,270.0,-7.105427357601002e-15
138,202001,79.0,169,65,5.551115123125783e-17,90.0,270.00000000000006,7.105427357601002e-15
126,202001,26.0,116,80,-1.1102230246251565e-16,90.0,270.00000000000006,-7.105427357601002e-14
85,202011,90.0,0,63,6.123233995736766e-17,90.0,270.0,0.0
